,full_name,swim_time_formatted,meet_name,swim_date
2009,"Modrov, Drew","=""50.43""","=""2020 MR TYR Senior Mets Winter Championships""","=""2/16/2020"""
2011,"Novak, Jesse","=""50.43""","=""2019 CA MVN SMOC""","=""6/21/2019"""
2016,"Rooney, Maxime","=""50.43""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2018,"Bureau, Lucas","=""50.44""","=""2019 Time Trials - National Ch""","=""8/1/2019"""
2021,"Dolan, Jack","=""50.44""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
2022,"Downing, Dillon","=""50.44""","=""2019 GA Bulldog Grand Slam""","=""6/23/2019"""
2023,"Dressel, Caeleb","=""50.44""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
2024,"Fleagle, Josh","=""50.44""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2028,"Lynch, Justin","=""50.44""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
2030,"Molacek, Jacob","=""50.44""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
2031,"Murphy, Ryan","=""50.44""","=""2016 Pro Series - Austin""","=""1/15/2016"""
2036,"Smith, Clark","=""50.44""","=""2019 ST TXLA 11&O End of School Splash""","=""5/25/2019"""
2037,"Walker, Jack","=""50.44""","=""2019 Sectionals - Indianapolis""","=""3/31/2019"""
2039,"Bybee, Cody","=""50.45""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
2040,"Bybee, Cody","=""50.45""","=""2019 U.S. Open""","=""12/7/2019"""
2041,"Conger, Jack","=""50.45""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2042,"Craig, Cameron","=""50.45""","=""2019 MI MLA Big Red Challenge""","=""6/9/2019"""
2044,"Grevers, Matt","=""50.45""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
2045,"Haas, Townley","=""50.45""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
2046,"Jensen, Matthew","=""50.45""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2047,"Jensen, Michael","=""50.45""","=""Speedo Winter Juniors  East LC""","=""12/13/2015"""
2050,"Pebley, Jacob","=""50.45""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
2051,"Pebley, Jacob","=""50.45""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
2054,"Sannem, Jake","=""50.45""","=""2019 ST TXLA 11&Over Long Course Kick Off""","=""4/28/2019"""
2055,"Seliskar, Andrew","=""50.45""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2056,"Wright, River","=""50.45""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2058,"Bureau, Lucas","=""50.46""","=""2019 VA HOKI May Day Invitatio""","=""5/11/2019"""
2059,"Bureau, Lucas","=""50.46""","=""2019 Summer Nationals""","=""7/31/2019"""
2063,"Foster, Carson","=""50.46""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2064,"Head, Jason","=""50.46""","=""2018 Sectionals - Iowa City""","=""7/19/2018"""
2068,"Kibler, Drew","=""50.46""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2070,"Lasco, Destin","=""50.46""","=""2017 Summer Junior Nats""","=""8/9/2017"""
2072,"Lile, Nathan","=""50.46""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2075,"Murphy, Ryan","=""50.46""","=""2016 Pro Series - Austin""","=""1/15/2016"""
2076,"Pinfold, Brett","=""50.46""","=""2020 GU AGS Speedo Sectionals ""","=""2/28/2020"""
2082,"Theall, Mark","=""50.46""","=""2018 NT American Long Course""","=""7/26/2018"""
2084,"Andrew, Michael","=""50.47""","=""2016 Summer Junior Nats""","=""8/9/2016"""
2085,"Armstrong, Hunter","=""50.47""","=""2019 Summer Nationals""","=""7/31/2019"""
2088,"Becker, Bowe","=""50.47""","=""2016 U.S. Open""","=""8/2/2016"""
2089,"Benson, Andrew","=""50.47""","=""2018 NE SSA Senior Champs""","=""7/15/2018"""
2091,"Decoursey, Kyle","=""50.47""","=""2017 SE TNAQ June Invite""","=""6/16/2017"""
2092,"Delakis, Paul","=""50.47""","=""2019 Summer Nationals""","=""7/31/2019"""
2093,"Dolan, Jack","=""50.47""","=""2017 Summer Nationals""","=""6/27/2017"""
2094,"Gaissert, Henry","=""50.47""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
2096,"Jackson, Tate","=""50.47""","=""2018 ST TXLA  Long Course Time Trial""","=""7/20/2018"""
2101,"Lynch, Justin","=""50.47""","=""2019 Summer Nationals""","=""7/31/2019"""
2102,"Marcoux, Philippe","=""50.47""","=""2019 Ohio State Fall Open Invi""","=""11/23/2019"""
2105,"Rooney, Maxime","=""50.47""","=""LC   -  IU - TEXAS - LOUISVILL""","=""11/8/2019"""
2108,"Shields, Tom","=""50.47""","=""2015 World Cup - Dubai""","=""11/6/2015"""
2109,"Smith, Giles","=""50.47""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2110,"Sorenson, Payton","=""50.47""","=""2016 Olympic Trials ""","=""6/29/2016"""
2113,"Briggs, Nolan","=""50.48""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
2116,"Conger, Jack","=""50.48""","=""2018 ST TXLA 11&Over Long Course Kick Off""","=""4/22/2018"""
2124,"Koster, Adam","=""50.48""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
2126,"Malone, Reed","=""50.48""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
2127,"Molacek, Jacob","=""50.48""","=""2016 U.S. Open""","=""8/2/2016"""
2129,"Shields, Tom","=""50.48""","=""2015 World Cup - Doha""","=""11/2/2015"""
2131,"Willenbring, Matt","=""50.48""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2132,"Apple, Zach","=""50.49""","=""2017 GA Atlanta Classic Swim Meet""","=""5/14/2017"""
2133,"Austin, Matthew","=""50.49""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
2136,"Dressel, Caeleb","=""50.49""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
2137,"Eastman, Michael","=""50.49""","=""Purdue Invite 2019 LC Time Tri""","=""11/24/2019"""
2140,"Held, Ryan","=""50.49""","=""2017 OZ FAST Spring Fever Invite""","=""5/20/2017"""
2141,"Jensen, Michael","=""50.49""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
2142,"Krueger, Daniel","=""50.49""","=""International de Canet-en-Roussillon - Mar""","=""6/10/2018"""
2143,"Loy, Drew","=""50.49""","=""2017 U.S. Open""","=""8/2/2017"""
2144,"Molacek, Jacob","=""50.49""","=""2017 IA IFLY David Armbruster""","=""5/21/2017"""
2145,"Molacek, Jacob","=""50.49""","=""2019 NC SwimMAC Charlotte Ultr""","=""6/16/2019"""
2146,"Paulson, Colton","=""50.49""","=""2019 Summer Nationals""","=""7/31/2019"""
2147,"Reihman, Mahlon","=""50.49""","=""2019 NE SSA LCM Senior TT""","=""7/13/2019"""
2149,"Sorenson, Payton","=""50.49""","=""2019 Summer Nationals""","=""7/31/2019"""
2150,"Vera, Blaise","=""50.49""","=""2018 AM LC TPIT Junior Olympic""","=""7/22/2018"""
2152,"Dressel, Caeleb","=""50.50""","=""2020 FL Swimming OT Qualifier""","=""2/17/2020"""
2154,"Haas, Townley","=""50.50""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2155,"Held, Ryan","=""50.50""","=""2016 NC WAVE Sprint LC Splash""","=""4/16/2016"""
2160,"Molacek, Jacob","=""50.50""","=""2018 NC TAC TITANS July Qualif""","=""7/7/2018"""
2167,"Urlando, Luca","=""50.50""","=""2019 PC SCSC Summer Super League""","=""7/13/2019"""
2170,"Chadwick, Michael","=""50.51""","=""Israel Summer Championship - Long Course 2017""","=""8/3/2017"""
2171,"Foster, Carson","=""50.51""","=""2018 Summer Nationals""","=""7/25/2018"""
2175,"Newkirk, Jeff","=""50.51""","=""2021 ST TXLA Long Course Kick Off""","=""4/25/2021"""
2182,"Theall, Mark","=""50.51""","=""Art Adamson Invitational""","=""11/23/2019"""
2184,"Branzell, Reese","=""50.52""","=""2021 FG Piranhas Senior Invitational""","=""3/7/2021"""
2186,"Craig, Cameron","=""50.52""","=""2016 MI MLA Big Red Challenge""","=""6/12/2016"""
2187,"Eiber, Griffin","=""50.52""","=""2018 IN Indiana Senior State - LC""","=""7/20/2018"""
2188,"Franzman, Jack","=""50.52""","=""2020 IU LCM Time Trial ""","=""12/5/2020"""
2189,"Gaissert, Henry","=""50.52""","=""2018 Winter Nationals""","=""12/1/2018"""
2193,"Hill, Julian","=""50.52""","=""2021 AZ SUN April Meet""","=""4/4/2021"""
2194,"Hoffer, Ryan","=""50.52""","=""2018 Summer Nationals""","=""7/25/2018"""
2195,"Howard, Robert","=""50.52""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
2197,"Krueger, Daniel","=""50.52""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2199,"Lynch, Justin","=""50.52""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2200,"O'Haimhirgin, Finn","=""50.52""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2201,"O'Haimhirgin, Liam","=""50.52""","=""2016 Sectionals - College Station""","=""2/26/2016"""
2204,"Thibert, Mike","=""50.52""","=""2018 Sectionals - Austin""","=""7/12/2018"""
2207,"Armstrong, Hunter","=""50.53""","=""2019 U.S. Open""","=""12/7/2019"""
2208,"Austin, Matthew","=""50.53""","=""2018 PC WCAB SRII T&F""","=""7/15/2018"""
2211,"Connolly, Alec","=""50.53""","=""2019 U.S. Open""","=""12/7/2019"""
2214,"Delakis, Paul","=""50.53""","=""2021 Last Chance Qualifier-Men""","=""3/7/2021"""
2215,"Dolan, Jack","=""50.53""","=""2018 Summer Nationals""","=""7/25/2018"""
2217,"Farris, Dean","=""50.53""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2218,"Fleagle, Josh","=""50.53""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2225,"Novak, Jesse","=""50.53""","=""2018 CA  Los Angeles Invite""","=""7/13/2018"""
2226,"Pinfold, Brett","=""50.53""","=""2019 U.S. Open""","=""12/7/2019"""
2229,"Stewart, Coleman","=""50.53""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
2235,"Bowman, Luke","=""50.54""","=""2019 Sectionals - Austin""","=""7/11/2019"""
2237,"Dolan, Jack","=""50.54""","=""2018 Summer Nationals""","=""7/25/2018"""
2238,"Dressel, Caeleb","=""50.54""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
2239,"Eiber, Griffin","=""50.54""","=""2018 IN Indiana Senior State - LC""","=""7/20/2018"""
2240,"Fleagle, Josh","=""50.54""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2244,"House, Grant","=""50.54""","=""2019 U.S. Open""","=""12/7/2019"""
2245,"Jensen, Michael","=""50.54""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
2248,"Kibler, Drew","=""50.54""","=""2020 Toyota San Antonio""","=""11/14/2020"""
2250,"Magahey, Jake","=""50.54""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
2254,"Robrock, Kyle","=""50.54""","=""2017 Canadian Swimming Trials""","=""4/7/2017"""
2257,"Armstrong, Jack","=""50.55""","=""2019 Summer Nationals""","=""7/31/2019"""
2258,"Casas, Shaine","=""50.55""","=""2017 Summer Junior Nats""","=""8/9/2017"""
2260,"Connolly, Alec","=""50.55""","=""2019 Summer Nationals""","=""7/31/2019"""
2262,"Decoursey, Kyle","=""50.55""","=""2017 Summer Nationals""","=""6/27/2017"""
2265,"House, Grant","=""50.55""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2266,"Lasco, Destin","=""50.55""","=""2019 PV LC Open Championships""","=""7/11/2019"""
2267,"Pinfold, Brett","=""50.55""","=""2019 U.S. Open""","=""12/7/2019"""
2272,"Vera, Blaise","=""50.55""","=""2018 AM LC TPIT Junior Olympic""","=""7/22/2018"""
2274,"Willenbring, Matt","=""50.55""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
2277,"Bustos, Arsenio","=""50.56""","=""2020 Toyota Richmond""","=""11/14/2020"""
2280,"Grothe, Zane","=""50.56""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
2281,"Haas, Townley","=""50.56""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2284,"Lasco, Destin","=""50.56""","=""2019 NJS BAC Winter Invitational""","=""1/20/2019"""
2286,"Molacek, Jacob","=""50.56""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2288,"Pinfold, Brett","=""50.56""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
2289,"Pinfold, Brett","=""50.56""","=""2016 Sectionals - Brown Deer""","=""7/21/2016"""
2290,"Ress, Justin","=""50.56""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
2293,"Adrian, Nathan","=""50.57""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2294,"Auchinachie, Cameron","=""50.57""","=""2018 LC TT Tennessee Invitatio""","=""12/2/2018"""
2296,"Branzell, Reese","=""50.57""","=""2021 FG Piranhas Senior Invitational""","=""3/7/2021"""
2299,"Decoursey, Kyle","=""50.57""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2307,"Jackson, Tate","=""50.57""","=""2019 ST TXLA 11&O End of School Splash""","=""5/25/2019"""
2309,"King, Matt","=""50.57""","=""2018 PN Senior LC Championship""","=""7/28/2018"""
2311,"Lasco, Destin","=""50.57""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2313,"Newkirk, Jeff","=""50.57""","=""2019 U.S. Open""","=""12/7/2019"""
2314,"Nguyen, Justin","=""50.57""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
2315,"Pinfold, Brett","=""50.57""","=""2016 U.S. Open""","=""8/2/2016"""
2320,"Thibert, Mike","=""50.57""","=""2018 GU TAMU TSC LC Invite""","=""6/21/2018"""
2321,"Vera, Blaise","=""50.57""","=""2019 AM Eric Namesnik Memorial ""","=""7/14/2019"""
2322,"Willenbring, Matt","=""50.57""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2326,"Foster, Carson","=""50.58""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
2329,"King, Matt","=""50.58""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2330,"King, Matt","=""50.58""","=""2019 Summer Nationals""","=""7/31/2019"""
2331,"Kovac, Danny","=""50.58""","=""2018 Jr Pan Pacific Champs""","=""8/24/2018"""
2340,"Armstrong, Hunter","=""50.59""","=""2019 U.S. Open""","=""12/7/2019"""
2343,"Bureau, Lucas","=""50.59""","=""2016 GT Men's LC Collegiate In""","=""3/27/2016"""
2344,"Bybee, Cody","=""50.59""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2345,"Chaney, Adam","=""50.59""","=""2018 Summer Nationals""","=""7/25/2018"""
2347,"Farris, Dean","=""50.59""","=""2016 NCSA Spring Championship""","=""3/18/2016"""
2349,"Howard, Robert","=""50.59""","=""2016 GT Men's LC Collegiate In""","=""3/27/2016"""
2350,"Kibler, Drew","=""50.59""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
2351,"Krueger, Daniel","=""50.59""","=""2015 Winter Nationals""","=""12/5/2015"""
2354,"Pinfold, Brett","=""50.59""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2356,"Shields, Tom","=""50.59""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
2357,"Shields, Tom","=""50.59""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
2358,"Thibert, Mike","=""50.59""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
2359,"Urlando, Luca","=""50.59""","=""2019 Mel Zajac Jr. ""","=""5/26/2019"""
2364,"Carlson, Evan","=""50.60""","=""2019 U.S. Open""","=""12/7/2019"""
2366,"Grothe, Zane","=""50.60""","=""2019 IN ISI Counsilman Classic""","=""6/13/2019"""
2367,"Haas, Townley","=""50.60""","=""2017 ST TXLA 11&Over End of School Splash""","=""5/20/2017"""
2369,"Jackson, Tate","=""50.60""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2384,"Farris, Dean","=""50.61""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2387,"Jensen, Michael","=""50.61""","=""2016 Pro Series - Mesa""","=""4/16/2016"""
2390,"Kibler, Drew","=""50.61""","=""2019 ST TXLA 11&O End of School Splash""","=""5/25/2019"""
2392,"Lile, Nathan","=""50.61""","=""2019 U.S. Open""","=""12/7/2019"""
2393,"Magahey, Jake","=""50.61""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2395,"Pieroni, Blake","=""50.61""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
2398,"Robrock, Kyle","=""50.61""","=""2018 Summer Nationals""","=""7/25/2018"""
2402,"Bowman, Luke","=""50.62""","=""2018 ST TXLA  Long Course Time Trial""","=""7/20/2018"""
2406,"Gaissert, Henry","=""50.62""","=""2019 Time Trials - National Ch""","=""8/2/2019"""
2420,"Andrew, Michael","=""50.63""","=""2017 Pro Series - Austin ""","=""1/13/2017"""
2422,"Bybee, Cody","=""50.63""","=""2019 Time Trials - National Ch""","=""7/31/2019"""
2424,"Eiber, Griffin","=""50.63""","=""2018 Phillips 66 TT""","=""7/25/2018"""
2426,"Farber, Sid","=""50.63""","=""2017 Summer Junior Nats""","=""8/9/2017"""
2431,"Howard, Robert","=""50.63""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
2432,"Howard, Robert","=""50.63""","=""2018 SE Richard Quick Invitati""","=""6/24/2018"""
2436,"Loy, Drew","=""50.63""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2437,"Lynch, Justin","=""50.63""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2444,"Pebley, Jacob","=""50.63""","=""2019 U.S. Open""","=""12/7/2019"""
2445,"Reid, Noah","=""50.63""","=""2018 Phillips 66 TT""","=""7/25/2018"""
2447,"Saunders, Max","=""50.63""","=""2019 NCSA Summer Champs""","=""8/6/2019"""
2449,"Bustos, Arsenio","=""50.64""","=""2021 Pro Series - Richmond""","=""1/17/2021"""
2452,"Conger, Jack","=""50.64""","=""2020 Toyota Richmond""","=""11/14/2020"""
2454,"Craig, Cameron","=""50.64""","=""2016 Olympic Trials ""","=""6/29/2016"""
2456,"House, Grant","=""50.64""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2457,"Krueger, Daniel","=""50.64""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2461,"Molacek, Jacob","=""50.64""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2462,"Murphy, Ryan","=""50.64""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
2467,"Thibert, Mike","=""50.64""","=""2019 Summer Nationals""","=""7/31/2019"""
2468,"Urlando, Luca","=""50.64""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
2471,"Andrew, Michael","=""50.65""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
2473,"Chaney, Adam","=""50.65""","=""2020 OH MAKO Senior Meet""","=""2/29/2020"""
2478,"Decoursey, Kyle","=""50.65""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2482,"Howard, Robert","=""50.65""","=""2016 Olympic Trials ""","=""6/29/2016"""
2485,"Kibler, Drew","=""50.65""","=""2017 IN Senior State - LC""","=""7/21/2017"""
2488,"Molacek, Jacob","=""50.65""","=""2018 NC SwimMAC Ultraswim""","=""6/15/2018"""
2489,"Murphy, Ryan","=""50.65""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2497,"Walker, Jack","=""50.65""","=""2018 Summer Nationals""","=""7/25/2018"""
2498,"Becker, Bowe","=""50.66""","=""2017 Sectionals - Minneapolis""","=""7/19/2017"""
2503,"Held, Ryan","=""50.66""","=""2016 Pro Series - Austin""","=""1/15/2016"""
2515,"Smith, Giles","=""50.66""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2516,"Walker, Jack","=""50.66""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2518,"Alexy, Jack","=""50.67""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
2519,"Bowman, Luke","=""50.67""","=""2019 Sectionals - Austin""","=""7/11/2019"""
2520,"Carlson, Evan","=""50.67""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2524,"Decoursey, Kyle","=""50.67""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2526,"Farber, Sid","=""50.67""","=""2017 Summer Nationals""","=""6/27/2017"""
2529,"Krueger, Daniel","=""50.67""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
2535,"Tapp, Hunter","=""50.67""","=""2018 Summer Nationals""","=""7/25/2018"""
2536,"Tittle, Mason","=""50.67""","=""2016 CA SPEEDO GRAND CHALLENGE""","=""5/29/2016"""
2538,"Walker, Jack","=""50.67""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2541,"Craig, Cameron","=""50.68""","=""2020 Toyota Indy""","=""11/14/2020"""
2545,"Dressel, Caeleb","=""50.68""","=""2018 Mel Zajac Jr. Internation""","=""6/3/2018"""
2552,"Koster, Adam","=""50.68""","=""Texas A&M vs. Ohio State Dual""","=""10/18/2019"""
2558,"Tapp, Hunter","=""50.68""","=""2018 Summer Junior Nats""","=""8/1/2018"""
2559,"Tittle, Mason","=""50.68""","=""2019 Summer Nationals""","=""7/31/2019"""
2562,"Bowman, Luke","=""50.69""","=""2018 Sectionals - Austin""","=""7/12/2018"""
2565,"Gaissert, Henry","=""50.69""","=""2019 Summer Nationals""","=""7/31/2019"""
2566,"Gaissert, Henry","=""50.69""","=""2018 Winter Nationals""","=""12/1/2018"""
2569,"Haas, Townley","=""50.69""","=""2021 ST TXLA Long Course Kick Off""","=""4/25/2021"""
2571,"Hoffer, Ryan","=""50.69""","=""2019 AZ SAC Cactus Classic""","=""5/24/2019"""
2572,"Hoffer, Ryan","=""50.69""","=""2016 Olympic Trials ""","=""6/29/2016"""
2573,"Jackson, Tate","=""50.69""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2576,"Kovac, Danny","=""50.69""","=""2018 Summer Nationals""","=""7/25/2018"""
2580,"Novak, Jesse","=""50.69""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
2582,"Pebley, Jacob","=""50.69""","=""2017 Pro Series - Austin ""","=""1/13/2017"""
2584,"Armstrong, Hunter","=""50.70""","=""2019 U.S. Open""","=""12/7/2019"""
2586,"Bowman, Luke","=""50.70""","=""2018 Sectionals - Austin""","=""7/14/2018"""
2587,"Bresette, Liam","=""50.70""","=""2020 AZ SUN December Meet""","=""12/10/2020"""
2588,"Bureau, Lucas","=""50.70""","=""2021 VA PRVT Invite""","=""3/2/2021"""
2589,"Delakis, Paul","=""50.70""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2590,"Dolan, Jack","=""50.70""","=""2019 U.S. Open""","=""12/7/2019"""
2591,"Fleagle, Josh","=""50.70""","=""2018 Winter Nationals""","=""12/1/2018"""
2592,"Foster, Carson","=""50.70""","=""2021 ST TXLA Long Course Kick Off""","=""4/25/2021"""
2595,"Kibler, Drew","=""50.70""","=""2016 IN BA Early Bird Senior I""","=""5/22/2016"""
2596,"Kibler, Drew","=""50.70""","=""Time Trials 2016 U.S. Olympic""","=""6/29/2016"""
2597,"Krueger, Daniel","=""50.70""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
2599,"Lasco, Destin","=""50.70""","=""2019 U.S. Open""","=""12/7/2019"""
2600,"Lasco, Destin","=""50.70""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2603,"Newkirk, Jeff","=""50.70""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
2606,"Baker, Ryan","=""50.71""","=""2017 NC GCY Sprint and Distanc""","=""6/10/2017"""
2608,"Conger, Jack","=""50.71""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2609,"Connolly, Alec","=""50.71""","=""2018 GA Bulldog Grand Slam""","=""7/8/2018"""
2611,"Downing, Dillon","=""50.71""","=""2019 GA Bulldog Grand Slam""","=""6/23/2019"""
2612,"Dressel, Caeleb","=""50.71""","=""2016 SE June Invite""","=""6/3/2016"""
2617,"Newkirk, Jeff","=""50.71""","=""2018 ST AAAA-NS George Block I""","=""6/21/2018"""
2618,"Novak, Jesse","=""50.71""","=""2018 Winter Nationals""","=""12/1/2018"""
2623,"Theall, Mark","=""50.71""","=""2019 Sectionals - Austin""","=""7/11/2019"""
2624,"Bowman, Luke","=""50.72""","=""2019 NT American Long Course""","=""7/25/2019"""
2626,"Connery, Tim","=""50.72""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2630,"Hoover, Sam","=""50.72""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2631,"Krueger, Daniel","=""50.72""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
2632,"Modrov, Drew","=""50.72""","=""2016 Olympic Trials ""","=""6/29/2016"""
2636,"Schilling, Sam","=""50.72""","=""2018 IA L4A Swim PINK A+ Invit""","=""6/22/2018"""
2639,"Stewart, Coleman","=""50.72""","=""2018 NC TAC TITANS July Qualif""","=""7/7/2018"""
2645,"Andrew, Michael","=""50.73""","=""2017 Pro Series - Austin ""","=""1/13/2017"""
2652,"Haas, Townley","=""50.73""","=""2018 Sectionals - Austin""","=""7/12/2018"""
2655,"Koster, Adam","=""50.73""","=""2017 U.S. Open""","=""8/2/2017"""
2656,"Larson, Peter","=""50.73""","=""2018 Summer Nationals""","=""7/25/2018"""
2657,"Pinfold, Brett","=""50.73""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2660,"Vera, Blaise","=""50.73""","=""2017 Summer Nationals""","=""6/27/2017"""
2662,"Becker, Bowe","=""50.74""","=""2017 Sectionals - Minneapolis""","=""7/19/2017"""
2663,"Bustos, Arsenio","=""50.74""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2666,"Jensen, Matthew","=""50.74""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2667,"Jensen, Michael","=""50.74""","=""2017 PC OAPB Senior Open""","=""4/29/2017"""
2670,"Larson, Peter","=""50.74""","=""2019 Summer Nationals""","=""7/31/2019"""
2671,"Lasco, Destin","=""50.74""","=""2017 Summer Nationals""","=""6/27/2017"""
2673,"Newkirk, Jeff","=""50.74""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
2674,"Pinfold, Brett","=""50.74""","=""Art Adamson Invitational""","=""11/23/2019"""
2680,"Wilburn, Cason","=""50.74""","=""2019 NCSA Summer Champs""","=""8/6/2019"""
2681,"Willenbring, Matt","=""50.74""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
2683,"Becker, Bowe","=""50.75""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
2684,"Becker, Bowe","=""50.75""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
2692,"Conger, Jack","=""50.75""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
2694,"Curry, Brooks","=""50.75""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2696,"Fleagle, Josh","=""50.75""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
2703,"Head, Jason","=""50.75""","=""2017 Sectionals - Athens""","=""7/16/2017"""
2708,"Kibler, Drew","=""50.75""","=""2018 IN IU visitbloomington.com Invite""","=""6/23/2018"""
2711,"Loy, Drew","=""50.75""","=""2021 FL ISCA International Senior Meet""","=""3/27/2021"""
2716,"Pinfold, Brett","=""50.75""","=""2020 Toyota San Antonio""","=""11/14/2020"""
